 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
   2    2       14 100    0.19   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       72  96    0.82   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
   4    4       22  98    0.35   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    3       23  99    0.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    2       23  99    0.26   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       18 100    0.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    8       60  97    0.81   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       23  98    0.35   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    3       24  99    0.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    3       24  99    0.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    3       27  99    0.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    8       66  95    0.88   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       25  98    0.35   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    3       24  98    0.26   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       31  98    0.34   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       26  98    0.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       72  97    0.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       24  98    0.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       22  99    0.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    3       28  99    0.27   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
   3    3       25  99    0.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       45  99    0.63   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   5    5       35  98    0.55   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       21  99    0.25   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       18  99    0.21   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    3       22  99    0.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       47  97    0.69   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       35  98    0.48   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       18  99    0.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       20  99    0.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       17  99    0.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   5    5       54  97    0.66   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       33  99    0.46   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       17  99    0.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       18 100    0.21   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       18 100    0.21   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   5    5       49  98    0.70   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       30  99    0.43   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
   2    2       21  99    0.24   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       20  99    0.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       21  99    0.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       49  98    0.72   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    3       28  99    0.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       20  99    0.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       18  99    0.21   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       18 100    0.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       49  98    0.72   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    3       31  98    0.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       19  99    0.23   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   2    2       17 100    0.21   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  35   35      409  86    4.56   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  13   13      133  92    2.55   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  19   19      197  90    3.81   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  30   30      359  82    3.86   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   9    9      112  94    1.67   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      516  85    6.27   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  22   22      306  90    4.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  16   16      157  90    3.22   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  16   16      189  89    2.31   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  40   40      503  65    4.64   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  21   21      299  87    3.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   5    5       47  97    0.88   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   37      350  72   14.18   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  17   17      204  88    4.71   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   5    5       67  97    1.53   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  15   15      126  92    5.57   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  17   17      214  88    4.18   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 103  105      707  44   21.56   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 156  159      434  48   18.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 142  145      288  52   10.93   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 129  131      402  61   12.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  77   78      240  75    9.62   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  75   75      224  74    5.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  84   85      190  71    3.26   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
   4    5       58  98    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  83   84      193  69    3.16   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   3    3       37  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  24   23       66  91    1.17   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  21   22      106  92    1.61   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 134  135      331  53    4.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  89   89      237  71    6.48   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  80   80      197  75    5.50   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  81   83      187  70    5.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 119  119      325  64    6.14   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  76   77      216  74    4.33   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  34   34      123  88    0.42   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  69   69      198  75    0.78   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  90   91      256  77   12.02   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 117  118      372  61    7.91   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 136  138      379  49   12.56   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   1    1       46  99    0.50   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    5       55  95    2.04   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
  10   10      107  91    2.32   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  42   44      273  61   18.79   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   38      334  71   13.35   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  52   52      432  51   10.78   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  54   55      102  88    3.81   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  20   20       71  92    1.53   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    8       43  96    0.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  98   99      292  66    1.38   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 156  156      496  64    7.16   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 148  150      353  61    5.73   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  47   47      172  87    4.36   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  89   90      225  69    4.06   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   5    6       63  97    0.38   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  37   37      109  88    0.92   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 103  104      232  65    9.74   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    8       12  99    0.24   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       11  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       11  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
   8    8       11  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   9    9       20  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   9    8       20  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    8       19  99    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       20  99    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    7       15  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       16  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    4       15 100    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    9       13  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    8       12  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       14  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       19  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       20  99    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    7       23  99    0.08   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    8       21  99    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       20  99    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    8       17  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       15 100    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
   6    6       15  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       18  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    8       15  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       16  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       13 100    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       15  99    0.12   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    8       21  99    0.15   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       20  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   4    4       13  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   5    5       14  99    0.12   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   9    9       16  99    0.11   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       18  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    5       19  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    5       20 100    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       20 100    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       21  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   8    8       20  99    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       19  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
   8    8       20  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   9    9       21  99    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   9    9       21  99    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   6    6       18  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    7       20  99    0.09   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
   7    6       19  99    0.10   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  60   60      140  79    1.13   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  80   80      259  68   14.44   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  77   80      235  76   16.06   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  95   97      340  73   13.38   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 156  157      481  57   34.40   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 103  103      321  80   13.19   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  97   98      318  78   13.82   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  18   18       94  94    2.83   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  22   22       78  91    0.88   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  92   93      250  67    3.68   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  88   89      254  80    3.71   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  61   61      204  86    1.95   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 Freq MHz      IRQ RC6           RCS/0           BCS/0           VCS/0           VCS/1          VECS/0 
 req  act       /s   %       %  se  wa       %  se  wa       %  se  wa       %  se  wa       %  se  wa 
 146  147      546  63    6.06   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 208  207      731  61    6.64   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  61   62      195  89    2.28   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  73   73      223  85    3.65   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  58   58      191  88    3.86   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
 133  134      646  69   10.63   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  11   11      180  94    3.04   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  41   41      450  69   13.74   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  36   36      483  83    7.45   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  38   39      490  81    6.79   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  51   51      540  72   12.95   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
  61   61      647  55   20.99   0   0    0.00   0   0    0.00   0   0    0.00   0   0    0.00   0   0 
